종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"161570","THE MIDONG","KOSDAQ","정보기기","1161","-83","-6.67","18091665630"
"032540","TJ미디어","KOSDAQ","일반전기전자","6690","-10","-0.15","93202464210"
"022220","TKG애강","KOSDAQ","화학","1433","11","0.77","74221631707"
"048770","TPC","KOSDAQ","기계·장비","4135","-70","-1.66","64911192785"
"246690","TS인베스트먼트","KOSDAQ","금융","1937","-22","-1.12","76019267623"
"317240","TS트릴리온","KOSDAQ","화학","531","6","1.14","50151688875"
"057030","YBM넷","KOSDAQ","기타서비스","5120","80","1.59","83521008640"
"040300","YTN","KOSDAQ","방송서비스","8080","900","12.53","339360000000"
"051390","YW","KOSDAQ","유통","3715","35","0.95","42185192120"
"052220","iMBC","KOSDAQ","디지털컨텐츠","3855","35","0.92","88665000000"
"079940","가비아","KOSDAQ","인터넷","13290","-370","-2.71","179889240360"
"078890","가온미디어","KOSDAQ","통신장비","8720","-180","-2.02","142938170240"
"399720","가온칩스","KOSDAQ","반도체","27000","-900","-3.23","310184640000"
"036620","감성코퍼레이션","KOSDAQ","유통","2010","-45","-2.19","180083089770"
"217730","강스템바이오텍","KOSDAQ","제약","3230","110","3.53","122539497750"
"114190","강원에너지","KOSDAQ","금속","13390","140","1.06","349787478820"
"094480","갤럭시아머니트리","KOSDAQ","소프트웨어","7740","370","5.02","303638946120"
"039240","경남스틸","KOSDAQ","금속","3235","45","1.41","87279018940"
"053950","경남제약","KOSDAQ","제약","1899","1","0.05","67295615004"
"011040","경동제약","KOSDAQ","제약","7840","20","0.26","241227125440"
"024910","경창산업","KOSDAQ","운송장비·부품","2295","-50","-2.13","82204616475"
"198440","고려시멘트","KOSDAQ","비금속","2545","-10","-0.39","81388998200"
"049720","고려신용정보","KOSDAQ","기타서비스","10290","100","0.98","147147000000"
"014570","고려제약","KOSDAQ","제약","7320","110","1.53","80520000000"
"348150","고바이오랩","KOSDAQ","기타서비스","13280","1430","12.07","232858080320"
"098460","고영","KOSDAQ","기계·장비","16910","50","0.30","1160951907050"
"035290","골드앤에스","KOSDAQ","출판·매체복제","8350","200","2.45","387862209400"
"038530","골드퍼시픽","KOSDAQ","유통","301","-12","-3.83","27696945731"
"900280","골든센츄리","KOSDAQ","금융","362","-91","-20.09","74356352256"
"215000","골프존","KOSDAQ","소프트웨어","139200","-2400","-1.69","873537768000"
"121440","골프존뉴딘홀딩스","KOSDAQ","유통","5180","-30","-0.58","221894717240"
"366030","공구우먼","KOSDAQ","유통","11220","10","0.09","253777887000"
"014200","광림","KOSDAQ","운송장비·부품","1006","0","0.00","91250936176"
"029480","광무","KOSDAQ","통신장비","2820","0","0.00","110889624840"
"026910","광진실업","KOSDAQ","금속","4660","75","1.64","29849187300"
"355150","교보10호스팩","KOSDAQ","금융","3280","-105","-3.10","17449600000"
"397880","교보11호스팩","KOSDAQ","금융","2140","5","0.23","9501600000"
"421800","교보12호스팩","KOSDAQ","금융","2075","-5","-0.24","12408500000"
"440790","교보13호스팩","KOSDAQ","금융","2060","-25","-1.20","8343000000"
"053270","구영테크","KOSDAQ","운송장비·부품","2700","15","0.56","71264269800"
"066620","국보디자인","KOSDAQ","건설","19870","120","0.61","149025000000"
"043650","국순당","KOSDAQ","음식료·담배","7160","-30","-0.42","127865456640"
"006050","국영지앤엠","KOSDAQ","비금속","1580","-12","-0.75","55134483940"
"060480","국일신동","KOSDAQ","금속","2860","-5","-0.17","31717400000"
"078130","국일제지","KOSDAQ","종이·목재","1916","-51","-2.59","244515078268"
"307750","국전약품","KOSDAQ","제약","6220","90","1.47","305210853180"
"035080","그래디언트","KOSDAQ","유통","15300","-170","-1.10","237572035200"
"204020","그리티","KOSDAQ","섬유·의류","3020","-5","-0.17","60845238600"
"186230","그린플러스","KOSDAQ","금속","11700","100","0.86","126596199600"
"900070","글로벌에스엠","KOSDAQ","금융","719","15","2.13","38641912992"
"204620","글로벌텍스프리","KOSDAQ","금융","3200","-145","-4.33","175608064000"
"019660","글로본","KOSDAQ","유통","1595","16","1.01","55491239870"
"053260","금강철강","KOSDAQ","금속","7520","10","0.13","140774400000"
"036190","금화피에스시","KOSDAQ","건설","28850","-50","-0.17","173100000000"
"049080","기가레인","KOSDAQ","반도체","1827","1","0.05","155081874969"
"035460","기산텔레콤","KOSDAQ","통신장비","3045","0","0.00","44388000300"
"308100","까스텔바작","KOSDAQ","유통","6100","-90","-1.45","40410871300"
"407400","꿈비","KOSDAQ","기타제조","24150","-650","-2.62","191725159500"
"187790","나노","KOSDAQ","화학","1317","32","2.49","38327468334"
"286750","나노브릭","KOSDAQ","화학","1560","50","3.31","31924696440"
"121600","나노신소재","KOSDAQ","화학","148900","-4400","-2.87","1615316783700"
"247660","나노씨엠에스","KOSDAQ","일반전기전자","17710","320","1.84","76930823200"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","6200","190","3.16","166207287400"
"091970","나노캠텍","KOSDAQ","화학","998","-67","-6.29","37342658014"
"417010","나노팀","KOSDAQ","기계·장비","30900","4950","19.08","591868735200"
"051490","나라엠앤디","KOSDAQ","기계·장비","8690","40","0.46","123398000000"
"137080","나래나노텍","KOSDAQ","기계·장비","9910","-180","-1.78","109598872020"
"190510","나무가","KOSDAQ","IT부품","17950","-1300","-6.75","289522442800"
"242040","나무기술","KOSDAQ","출판·매체복제","3025","-140","-4.42","104683948600"
"089600","나스미디어","KOSDAQ","기타서비스","24900","-100","-0.40","262445053800"
"293580","나우IB","KOSDAQ","금융","13350","-240","-1.77","127852950000"
"138610","나이벡","KOSDAQ","제약","16990","280","1.68","169177568210"
"130580","나이스디앤비","KOSDAQ","기타서비스","7500","0","0.00","115500000000"
"036800","나이스정보통신","KOSDAQ","통신서비스","28750","250","0.88","287500000000"
"267320","나인테크","KOSDAQ","IT부품","3440","-90","-2.55","135524145760"
"111710","남화산업","KOSDAQ","오락·문화","8180","40","0.49","168409840000"
"091590","남화토건","KOSDAQ","건설","9660","-240","-2.42","113408400000"
"168330","내츄럴엔도텍","KOSDAQ","기타서비스","3020","20","0.67","95899798000"
"094860","네오리진","KOSDAQ","소프트웨어","540","2","0.37","56408278500"
"253590","네오셈","KOSDAQ","반도체","3525","-100","-2.76","135552556650"
"212560","네오오토","KOSDAQ","운송장비·부품","7260","0","0.00","57172231380"
"095660","네오위즈","KOSDAQ","디지털컨텐츠","44350","-950","-2.10","977195437650"
"042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠","30250","-100","-0.33","267920196500"
"950220","네오이뮨텍","KOSDAQ","기타서비스","3615","60","1.69","357261285975"
"311390","네오크레마","KOSDAQ","음식료·담배","8870","-220","-2.42","71284597650"
"085910","네오티스","KOSDAQ","운송장비·부품","5070","120","2.42","70111600260"
"092730","네오팜","KOSDAQ","화학","18410","-290","-1.55","151097516010"
"290660","네오펙트","KOSDAQ","의료·정밀기기","1395","-23","-1.62","27806057910"
"306620","네온테크","KOSDAQ","기계·장비","3480","-65","-1.83","145076352360"
"153460","네이블","KOSDAQ","소프트웨어","8400","-190","-2.21","54852117600"
"007390","네이처셀","KOSDAQ","제약","16120","110","0.69","1009710954720"
"033640","네패스","KOSDAQ","반도체","17140","-500","-2.83","395234722280"
"330860","네패스아크","KOSDAQ","반도체","22000","-500","-2.22","268048990000"
"089140","넥스턴바이오","KOSDAQ","기계·장비","1605","-8","-0.50","62810472855"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","569","-11","-1.90","44564644448"
"396270","넥스트칩","KOSDAQ","반도체","11140","-160","-1.42","196260509600"
"348210","넥스틴","KOSDAQ","반도체","58700","-1700","-2.81","584456763800"
"225570","넥슨게임즈","KOSDAQ","디지털컨텐츠","14240","-380","-2.60","936437978560"
"217270","넵튠","KOSDAQ","출판·매체복제","10510","150","1.45","487903943300"
"104620","노랑풍선","KOSDAQ","기타서비스","8940","80","0.90","141628606440"
"194700","노바렉스","KOSDAQ","음식료·담배","9890","-80","-0.80","185485446720"
"285490","노바텍","KOSDAQ","기타제조","26650","500","1.91","281845896150"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","990","-221","-18.25","36328992480"
"376930","노을","KOSDAQ","의료·정밀기기","7170","-180","-2.45","82121810100"
"278650","노터스","KOSDAQ","기타서비스","4500","170","3.93","331899066000"
"142280","녹십자엠에스","KOSDAQ","제약","5190","90","1.76","109598698770"
"234690","녹십자웰빙","KOSDAQ","제약","7290","90","1.25","129414092040"
"065560","녹원씨엔아이","KOSDAQ","출판·매체복제","5770","0","0.00","150366921250"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","9180","110","1.21","147160549980"
"069140","누리플랜","KOSDAQ","금속","5160","20","0.39","36650153880"
"040160","누리플렉스","KOSDAQ","소프트웨어","6230","-40","-0.64","75105983050"
"332290","누보","KOSDAQ","화학","1497","-4","-0.27","49522740531"
"348340","뉴로메카","KOSDAQ","기계·장비","30750","-850","-2.69","320792302500"
"060260","뉴보텍","KOSDAQ","화학","781","-6","-0.76","30780028488"
"012340","뉴인텍","KOSDAQ","IT부품","2630","15","0.57","79181836060"
"214870","뉴지랩파마","KOSDAQ","유통","2045","-875","-29.97","67704702530"
"270870","뉴트리","KOSDAQ","음식료·담배","9550","-100","-1.04","87862139200"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","4440","5","0.11","193995250560"
"085670","뉴프렉스","KOSDAQ","IT부품","7650","-170","-2.17","185204610450"
"064260","다날","KOSDAQ","디지털컨텐츠","5510","-90","-1.61","379909210400"
"093640","다믈멀티미디어","KOSDAQ","반도체","9910","-410","-3.97","198216708260"
"340360","다보링크","KOSDAQ","통신장비","985","-34","-3.34","42123682600"
"039560","다산네트웍스","KOSDAQ","통신장비","4025","-15","-0.37","146432872950"
"298870","다올인베스트먼트","KOSDAQ","금융","3065","-25","-0.81","306500000000"
"032190","다우데이타","KOSDAQ","유통","46700","50","0.11","1788610000000"
"068240","다원시스","KOSDAQ","IT부품","14460","10","0.07","501191104740"
"020400","대동금속","KOSDAQ","금속","10100","-40","-0.39","32210576600"
"008830","대동기어","KOSDAQ","기계·장비","7090","20","0.28","63721516800"
"048470","대동스틸","KOSDAQ","금속","4435","20","0.45","44350000000"
"004780","대륙제관","KOSDAQ","금속","4700","-10","-0.21","74745035300"
"017650","대림제지","KOSDAQ","종이·목재","9130","30","0.33","82170000000"
"007720","대명소노시즌","KOSDAQ","유통","743","-7","-0.93","74894734350"
"389260","대명에너지","KOSDAQ","건설","24350","3450","16.51","415167500000"
"317850","대모","KOSDAQ","기계·장비","13150","-170","-1.28","109466123000"
"290670","대보마그네틱","KOSDAQ","기계·장비","66500","800","1.22","520329250000"
"078140","대봉엘에스","KOSDAQ","제약","7950","-90","-1.12","88138303050"
"036480","대성미생물","KOSDAQ","제약","10510","40","0.38","39938000000"
"027830","대성창투","KOSDAQ","금융","2535","-35","-1.36","101400000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","1700","6","0.35","53212177700"
"129920","대성하이텍","KOSDAQ","기계·장비","9930","160","1.64","136190476290"
"387310","대신밸런스제10호스팩","KOSDAQ","금융","5070","0","0.00","27682200000"
"397500","대신밸런스제11호스팩","KOSDAQ","금융","3535","0","0.00","26901350000"
"426670","대신밸런스제12호스팩","KOSDAQ","금융","3120","0","0.00","18127200000"
"438220","대신밸런스제13호스팩","KOSDAQ","금융","2325","-25","-1.06","13113000000"
"442310","대신밸런스제14호스팩","KOSDAQ","금융","2195","-25","-1.13","14728450000"
"020180","대신정보통신","KOSDAQ","컴퓨터서비스","1214","1","0.08","46652702810"
"045390","대아티아이","KOSDAQ","일반전기전자","3315","15","0.45","233619244755"
"108380","대양전기공업","KOSDAQ","운송장비·부품","11190","0","0.00","107058456270"
"006580","대양제지","KOSDAQ","종이·목재","3260","0","0.00","87531000000"
"007680","대원","KOSDAQ","건설","7460","-30","-0.40","100310696040"
"048910","대원미디어","KOSDAQ","유통","14770","-230","-1.53","185791032420"
"005710","대원산업","KOSDAQ","운송장비·부품","5820","10","0.17","116618832000"
"290380","대유","KOSDAQ","화학","4005","65","1.65","98978016060"
"290120","대유에이피","KOSDAQ","운송장비·부품","5970","-10","-0.17","70480697640"
"120240","대정화금","KOSDAQ","화학","16930","20","0.12","121733319630"
"003310","대주산업","KOSDAQ","음식료·담배","2320","0","0.00","82110252000"
"078600","대주전자재료","KOSDAQ","IT부품","102000","-900","-0.87","1579020486000"
"096350","대창솔루션","KOSDAQ","금속","289","4","1.40","47326931601"
"140520","대창스틸","KOSDAQ","금속","2865","20","0.70","60477981195"
"131220","대한과학","KOSDAQ","유통","7370","70","0.96","54939591300"
"010170","대한광통신","KOSDAQ","일반전기전자","2600","20","0.78","193729031600"
"060900","대한그린파워","KOSDAQ","전기·가스·수도","483","-4","-0.82","89845405356"
"054670","대한뉴팜","KOSDAQ","제약","9620","70","0.73","138094330400"
"023910","대한약품","KOSDAQ","제약","28950","100","0.35","173700000000"
"021040","대호특수강","KOSDAQ","금속","5650","40","0.71","42600175100"
"021045","대호특수강우","KOSDAQ","금속","9260","-120","-1.28","3928517960"
"067080","대화제약","KOSDAQ","제약","9500","310","3.37","176858175000"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","25900","-600","-2.26","376706590400"
"393890","더블유씨피","KOSDAQ","일반전기전자","48950","-600","-1.21","1649444556100"
"299170","더블유에스아이","KOSDAQ","유통","2310","-140","-5.71","69364594530"
"224060","더코디","KOSDAQ","반도체","7200","-10","-0.14","23149108800"
"213420","덕산네오룩스","KOSDAQ","반도체","43300","-700","-1.59","1075190050700"
"317330","덕산테코피아","KOSDAQ","반도체","18880","70","0.37","346965840640"
"077360","덕산하이메탈","KOSDAQ","일반전기전자","6640","10","0.15","301701693280"
"090410","덕신하우징","KOSDAQ","금속","1890","15","0.80","87098939550"
"263600","덕우전자","KOSDAQ","일반전기전자","10890","-80","-0.73","173481075900"
"194480","데브시스터즈","KOSDAQ","디지털컨텐츠","51700","-300","-0.58","613454622000"
"263800","데이타솔루션","KOSDAQ","정보기기","8400","-430","-4.87","136110072000"
"206560","덱스터","KOSDAQ","오락·문화","12030","-310","-2.51","305686342080"
"261200","덴티스","KOSDAQ","의료·정밀기기","8450","130","1.56","124704170500"
"067990","도이치모터스","KOSDAQ","유통","6050","-80","-1.31","192935389350"
"006620","동구바이오제약","KOSDAQ","제약","6570","160","2.50","187014997440"
"100130","동국S&C","KOSDAQ","금속","5230","340","6.95","298857890000"
"005160","동국산업","KOSDAQ","금속","5620","60","1.08","304853988840"
"075970","동국알앤에스","KOSDAQ","비금속","4090","65","1.61","75256000000"
"086450","동국제약","KOSDAQ","제약","15910","40","0.25","707358600000"
"099410","동방선기","KOSDAQ","운송장비·부품","2650","-10","-0.38","35883655300"
"033500","동성화인텍","KOSDAQ","화학","10840","-10","-0.09","322642323680"
"025950","동신건설","KOSDAQ","건설","12900","-170","-1.30","108360000000"
"088130","동아엘텍","KOSDAQ","기계·장비","8290","40","0.48","88395756020"
"041930","동아화성","KOSDAQ","화학","10280","100","0.98","162424000000"
"060380","동양에스텍","KOSDAQ","금속","2220","-10","-0.45","43734000000"
"079960","동양이엔피","KOSDAQ","IT부품","16580","330","2.03","130318800000"
"228340","동양파일","KOSDAQ","비금속","3665","55","1.52","73300000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","2890","90","3.21","74653797960"
"094170","동운아나텍","KOSDAQ","반도체","8940","-240","-2.61","161914878960"
"013120","동원개발","KOSDAQ","건설","3400","35","1.04","308747540000"
"109860","동일금속","KOSDAQ","금속","28650","-150","-0.52","260715000000"
"032960","동일기연","KOSDAQ","IT부품","15050","-840","-5.29","54709007500"
"023790","동일철강","KOSDAQ","금속","1880","-26","-1.36","30050758480"
"005290","동진쎄미켐","KOSDAQ","반도체","35100","-2300","-6.15","1804648739400"
"025900","동화기업","KOSDAQ","종이·목재","59100","-1400","-2.31","1194029982300"
"131970","두산테스나","KOSDAQ","반도체","32050","-1150","-3.46","473044442850"
"073190","듀오백","KOSDAQ","기타제조","2190","-5","-0.23","26210007600"
"030350","드래곤플라이","KOSDAQ","디지털컨텐츠","771","-13","-1.66","44441355177"
"203650","드림시큐리티","KOSDAQ","출판·매체복제","3490","20","0.58","176614081460"
"223250","드림씨아이에스","KOSDAQ","기타서비스","11490","30","0.26","68086522800"
"060570","드림어스컴퍼니","KOSDAQ","디지털컨텐츠","3630","-85","-2.29","206401244610"
"217620","디딤이앤에프","KOSDAQ","숙박·음식","1310","-48","-3.53","65068916990"
"016670","디모아","KOSDAQ","유통","492","-22","-4.28","50114147808"
"187870","디바이스이엔지","KOSDAQ","반도체","16910","-240","-1.40","118989058190"
"066670","디스플레이텍","KOSDAQ","IT부품","6840","240","3.64","127852719120"
"110990","디아이티","KOSDAQ","IT부품","7970","350","4.59","150633000000"
"078590","디아크","KOSDAQ","운송장비·부품","2380","0","0.00","316556560040"
"263690","디알젬","KOSDAQ","의료·정밀기기","11410","-40","-0.35","129225210100"
"214680","디알텍","KOSDAQ","의료·정밀기기","2295","-165","-6.71","133155796725"
"263720","디앤씨미디어","KOSDAQ","디지털컨텐츠","20800","-600","-2.80","255322308800"
"376300","디어유","KOSDAQ","소프트웨어","45550","-800","-1.73","1079673745300"
"141020","디에스앤엘","KOSDAQ","유통","1331","0","0.00","43659637692"
"109740","디에스케이","KOSDAQ","기계·장비","6280","-10","-0.16","169716434800"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","3390","30","0.89","90837077220"
"066900","디에이피","KOSDAQ","IT부품","3035","0","0.00","69029566605"
"127120","디엔에이링크","KOSDAQ","기타서비스","3680","-45","-1.21","62904786560"
"092070","디엔에프","KOSDAQ","화학","15550","-70","-0.45","179942391900"
"039840","디오","KOSDAQ","의료·정밀기기","23450","-50","-0.21","372427154750"
"219550","디와이디","KOSDAQ","유통","1061","0","0.00","54797529599"
"310870","디와이씨","KOSDAQ","운송장비·부품","1866","-31","-1.63","38602447686"
"104460","디와이피엔에프","KOSDAQ","기계·장비","45750","650","1.44","490148343750"
"079810","디이엔티","KOSDAQ","기계·장비","15780","120","0.77","252481483320"
"113810","디젠스","KOSDAQ","운송장비·부품","910","9","1.00","29691526410"
"043360","디지아이","KOSDAQ","정보기기","3315","-20","-0.60","29835000000"
"197140","디지캡","KOSDAQ","출판·매체복제","5270","-240","-4.36","50399265560"
"068930","디지털대성","KOSDAQ","기타서비스","7080","50","0.71","204063222120"
"033130","디지틀조선","KOSDAQ","디지털컨텐츠","2390","-15","-0.62","88705488130"
"105740","디케이락","KOSDAQ","기계·장비","12080","-80","-0.66","110625656240"
"263020","디케이앤디","KOSDAQ","화학","3250","-5","-0.15","50460813000"
"290550","디케이티","KOSDAQ","IT부품","10060","-150","-1.47","165614419960"
"187220","디티앤씨","KOSDAQ","기타서비스","4480","-50","-1.10","52407134080"
"383930","디티앤씨알오","KOSDAQ","기타서비스","11900","-630","-5.03","75151546400"
"131180","딜리","KOSDAQ","정보기기","1515","-4","-0.26","44465250000"
"315640","딥노이드","KOSDAQ","소프트웨어","12500","-220","-1.73","116464175000"
"317120","라닉스","KOSDAQ","일반전기전자","6320","-210","-3.22","61051200000"
"042510","라온시큐어","KOSDAQ","소프트웨어","2685","5","0.19","103820213010"
"232680","라온테크","KOSDAQ","반도체","11030","-230","-2.04","137662496020"
"300120","라온피플","KOSDAQ","IT부품","8930","630","7.59","185565507160"
"171120","라이온켐텍","KOSDAQ","화학","7730","630","8.87","146047342480"
"388790","라이콤","KOSDAQ","통신장비","2265","-90","-3.82","64584051450"
"069540","라이트론","KOSDAQ","통신장비","2770","-15","-0.54","72191618120"
"347700","라이프시맨틱스","KOSDAQ","소프트웨어","6660","-30","-0.45","68118147000"
"214260","라파스","KOSDAQ","화학","26000","3200","14.04","224052816000"
"200350","래몽래인","KOSDAQ","오락·문화","22800","1150","5.31","146902771200"
"171010","램테크놀러지","KOSDAQ","반도체","5870","10","0.17","81217654590"
"084650","랩지노믹스","KOSDAQ","기타서비스","6280","140","2.28","233113568600"
"217500","러셀","KOSDAQ","기계·장비","3940","-40","-1.01","125339280000"
"141080","레고켐바이오","KOSDAQ","기타서비스","38550","1700","4.61","1018163093700"
"038390","레드캡투어","KOSDAQ","기타서비스","19720","-180","-0.90","169384545600"
"294140","레몬","KOSDAQ","화학","6110","1405","29.86","226070000000"
"228670","레이","KOSDAQ","의료·정밀기기","28250","-300","-1.05","398888785250"
"228850","레이언스","KOSDAQ","의료·정밀기기","12130","-20","-0.16","201248999820"
"412350","레이저쎌","KOSDAQ","반도체","8280","-460","-5.26","69765392160"
"281740","레이크머티리얼즈","KOSDAQ","화학","6360","0","0.00","418046285280"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","90200","-600","-0.66","1716287355200"
"215100","로보로보","KOSDAQ","디지털컨텐츠","7150","-200","-2.72","145491446100"
"090360","로보스타","KOSDAQ","기계·장비","32700","-1300","-3.82","318825000000"
"108490","로보티즈","KOSDAQ","소프트웨어","37650","-1850","-4.68","460775872950"
"900260","로스웰","KOSDAQ","금융","954","-6","-0.63","34373848752"
"067730","로지시스","KOSDAQ","컴퓨터서비스","4455","-35","-0.78","43097322510"
"071280","로체시스템즈","KOSDAQ","반도체","8750","0","0.00","133845276250"
"328130","루닛","KOSDAQ","소프트웨어","47400","2300","5.10","580895769000"
"038060","루멘스","KOSDAQ","반도체","1260","-8","-0.63","60609866940"
"085370","루트로닉","KOSDAQ","의료·정밀기기","24550","50","0.20","648818840300"
"08537M","루트로닉3우C","KOSDAQ","의료·정밀기기","34500","-750","-2.13","6368389500"
"060240","룽투코리아","KOSDAQ","디지털컨텐츠","2680","-35","-1.29","68150481120"
"058470","리노공업","KOSDAQ","반도체","147800","-1600","-1.07","2252822286000"
"039980","리노스","KOSDAQ","컴퓨터서비스","1143","30","2.70","52250640228"
"019570","리더스 기술투자","KOSDAQ","금융","372","-5","-1.33","48401389836"
"016100","리더스코스메틱","KOSDAQ","화학","3800","-85","-2.19","72583397200"
"012700","리드코프","KOSDAQ","유통","7530","50","0.67","199139396550"
"302550","리메드","KOSDAQ","의료·정밀기기","13960","-40","-0.29","85541519360"
"377450","리파인","KOSDAQ","기타서비스","8680","-240","-2.69","150424400000"
"277070","린드먼아시아","KOSDAQ","금융","8730","-370","-4.07","119531160000"
"042500","링네트","KOSDAQ","컴퓨터서비스","5740","320","5.90","88148479720"
"219420","링크제니시스","KOSDAQ","소프트웨어","7220","-20","-0.28","82809840540"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","3615","110","3.14","57579720000"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","5170","270","5.51","77586071090"
"098120","마이크로컨텍솔","KOSDAQ","반도체","6100","-110","-1.77","50707872600"
"147760","마이크로프랜드","KOSDAQ","의료·정밀기기","5050","0","0.00","54640323300"
"377480","마인즈랩","KOSDAQ","소프트웨어","24050","-700","-2.83","146225996150"
"038290","마크로젠","KOSDAQ","기타서비스","20850","200","0.97","226043190000"
"267980","매일유업","KOSDAQ","음식료·담배","50000","-100","-0.20","392181900000"
"005990","매일홀딩스","KOSDAQ","음식료·담배","8840","-40","-0.45","121269807360"
"093520","매커스","KOSDAQ","유통","10710","-300","-2.72","173106715320"
"377030","맥스트","KOSDAQ","소프트웨어","14710","-570","-3.73","287887674220"
"100590","머큐리","KOSDAQ","일반전기전자","6400","30","0.47","96799334400"
"067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠","37700","-300","-0.79","223439568300"
"072870","메가스터디","KOSDAQ","출판·매체복제","11770","30","0.26","140309687430"
"215200","메가스터디교육","KOSDAQ","기타서비스","67500","500","0.75","800676900000"
"133750","메가엠디","KOSDAQ","기타서비스","3115","80","2.64","72913044855"
"235980","메드팩토","KOSDAQ","기타서비스","19560","20","0.10","412338394200"
"041920","메디아나","KOSDAQ","의료·정밀기기","5220","30","0.58","83520000000"
"014100","메디앙스","KOSDAQ","화학","4335","-275","-5.97","51153000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","1459","-86","-5.57","36208590977"
"086900","메디톡스","KOSDAQ","제약","226000","0","0.00","1526813286000"
"078160","메디포스트","KOSDAQ","제약","15580","20","0.13","253396142520"
"065650","메디프론","KOSDAQ","유통","1518","-37","-2.38","71412122562"
"408920","메쎄이상","KOSDAQ","기타서비스","2995","-210","-6.55","127744102725"
"021880","메이슨캐피탈","KOSDAQ","금융","340","31","10.03","51742698720"
"140410","메지온","KOSDAQ","기타서비스","16160","870","5.69","432151010880"
"241770","메카로","KOSDAQ","반도체","11290","20","0.18","115074905600"
"059210","메타바이오메드","KOSDAQ","제약","2615","135","5.44","62400047865"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","4310","55","1.29","69177784300"
"096640","멜파스","KOSDAQ","IT부품","1495","0","0.00","69543906185"
"257370","명성티엔에스","KOSDAQ","IT부품","9210","0","0.00","71157896760"
"080420","모다이노칩","KOSDAQ","IT부품","3615","355","10.89","288193663530"
"417970","모델솔루션","KOSDAQ","기계·장비","22150","-1050","-4.53","141686905000"
"080160","모두투어","KOSDAQ","기타서비스","20200","-150","-0.74","381780000000"
"087260","모바일어플라이언스","KOSDAQ","소프트웨어","3340","-25","-0.74","108726555740"
"101330","모베이스","KOSDAQ","IT부품","3530","-155","-4.21","84572403640"
"012860","모베이스전자","KOSDAQ","운송장비·부품","1624","20","1.25","118931134168"
"363260","모비데이즈","KOSDAQ","기타서비스","1230","49","4.15","196823181810"
"348030","모비릭스","KOSDAQ","디지털컨텐츠","12940","-130","-0.99","124273172000"
"250060","모비스","KOSDAQ","소프트웨어","2025","39","1.96","65146910850"
"288980","모아데이타","KOSDAQ","소프트웨어","5040","-320","-5.97","165239585280"
"033200","모아텍","KOSDAQ","IT부품","5770","90","1.58","82690937450"
"333050","모코엠시스","KOSDAQ","소프트웨어","1800","-44","-2.39","40610761200"
"118990","모트렉스","KOSDAQ","운송장비·부품","18830","190","1.02","461250265000"
"006920","모헨즈","KOSDAQ","비금속","4215","50","1.20","46027800000"
"001810","무림SP","KOSDAQ","종이·목재","2660","-15","-0.56","58885750000"
"279600","미디어젠","KOSDAQ","소프트웨어","12900","-30","-0.23","60433674900"
"095500","미래나노텍","KOSDAQ","IT부품","24450","1100","4.71","758194475550"
"254490","미래반도체","KOSDAQ","유통","17290","-330","-1.87","249633020000"
"218150","미래생명자원","KOSDAQ","음식료·담배","4285","35","0.82","85253691540"
"353490","미래에셋대우스팩 5호","KOSDAQ","금융","2035","0","0.00","10297100000"
"100790","미래에셋벤처투자","KOSDAQ","금융","6080","-40","-0.65","329337488000"
"412930","미래에셋비전스팩1호","KOSDAQ","금융","2130","-10","-0.47","13154880000"
"446190","미래에셋비전스팩2호","KOSDAQ","금융","2060","-15","-0.72","10197000000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","39250","-750","-1.88","337032685000"
"207760","미스터블루","KOSDAQ","디지털컨텐츠","2970","-75","-2.46","221785447950"
"059090","미코","KOSDAQ","반도체","12760","220","1.75","426398087280"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","3705","500","15.60","67831514205"
"201490","미투온","KOSDAQ","디지털컨텐츠","4045","-10","-0.25","126437679650"
"950190","미투젠","KOSDAQ","출판·매체복제","12580","-110","-0.87","170835041360"
"206640","바디텍메드","KOSDAQ","제약","12050","50","0.42","283013048000"
"018700","바른손","KOSDAQ","유통","2690","-30","-1.10","94472146330"
"035620","바른손이앤에이","KOSDAQ","오락·문화","920","3","0.33","68484501000"
"053030","바이넥스","KOSDAQ","제약","10670","120","1.14","338890382160"
"301300","바이브컴퍼니","KOSDAQ","소프트웨어","30000","-850","-2.76","182373390000"
"064550","바이오니아","KOSDAQ","제약","50300","-1100","-2.14","1298257637300"
